,eventClass,hasType,eventName,date,latitude,longitude,hasLocation,hasSubtype,agencyLGUsPresentPreparedness,declarationOfCalamity,evacuationPlan,evacuationCenters,rescueUnit,rescueEquipment,affectedBarangays,dead,injured,missing,affectedFamilies,affectedPersons,displacedFamilies,displacedPersons,totallyDamagedHouses,partiallyDamagedHouses,infraDamageAmount,agricultureDamageAmount,commercialDamageAmount,powerAffected,communicationAffected,roadAndBridgesAffected,seaportsAffected,airportsAffected,areDamsAffected,isTapAffected,allocatedFunds,agencyLGUsPresentAssistance,internationalOrgsPresent,amoungNGOs,itemCostGoods,itemQtyGoods,itemCostWater,itemQtyWater,itemCostClothing,itemQtyClothing,itemCostMedicine,itemQtyMedicine,itemCostOthers1,itemCostOthers2,srrDone,policyChanges,postStructureCost,postTraining,reference,otherDescription,otherDescription,otherDescription,startDate,endDate,id
422,M,Tropical Cyclone,Typhoon of 1633,1633,12°31'41.60 N,125° 6'17.50 E,"Palapag, Northern Samar",,,,,,,,,,,,,,,,,,,,,,,,Broken down ships,,,,,,,,,,,,,,,,,,,,,,"El Baguio de 1633 en Palapag, Samar. Manila Observatory.",,,,1633-01-01,1633-12-31,bbaa54027e3945a584bf9e8227a2a9c0
423,M,Tropical Cyclone,Typhoons of 1627,1627,12°14'40.27 N,125° 2'19.73 E,"Carigara, Leyte|Catabalogan, Samar",,,,,,,,,,,,,,,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Baguios De 1627 En Samar y Leyte. Manila Observatory.,,,,1627-01-01,1627-12-31,69939a907f494567abe9bfffa63fc6a0
424,M,Tropical Cyclone,Typhoons of September 1905,1905-09-25 00:00:00,13° 8'20.36 N,123°44'37.66 E,"Legaspi, Albay",Storm Surge,,,,,,,,,,,,,some,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Great Typhoon in the Philippine Islands in September, 1905. July 5, 1906. Nature via Manila Observatory.",,,,1905-09-25,1905-09-25,830e9c9f7fea4cafb439aebf48b059d7
425,I,Tornado,"The whirlwind of San Pedro Macati, on June 23, 1930",1930-06-23 00:00:00,14°33'16.84 N,121° 1'28.02 E,City of Makati,Thunderstorms,,,,,,,,,,,,,some,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The whirlwind of San Pedro Macati on June 23, 1930. Manila Observatory.",,,,1930-06-23,1930-06-23,a41074945ff947d7853a008447ab4c6a
426,I,Tornado,"The whirlwind of Tuguegarao, on April 22, 1928",1928-04-22 00:00:00,17°36'47.13 N,121°43'37.23 E,"Tuguegarao, Cagayan",Hail,,,,,,,,,,,,,5,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The whirlwind of Tuguegarao, on April 22, 1928. Hail in the Philippines, p.8. Miguel Selga, Manila Observatory.",,,,1928-04-22,1928-04-22,7fba011177314a0e8d46ce8c209a56e0
428,M,Tropical Cyclone,Typhoon Auring,"March 14 - 18, 2005",,,Region VIII,,PAGASA,,,,,,,13,,4,3181,15638,,,277,1307,10000000,11102000,,affected,affected,,,,,,,"NDCC
RDCC",,,,,,,,,,,,,,,,,,,,,2005-03-14,2005-03-18,bea990ee4ff94aab986bcbdce672769b
429,M,Tropical Cyclone,Typhoon Feria,"August 2 - 5, 2005",,,Batanes,,PAGASA,,,,,,31,,,,,,,,,,15529100,2766015,65000,,,,,,,,,"NDCC
RDCC",,,,,,,,,,,,,,,,,,,,,2005-08-02,2005-08-05,14e9cd5e0b71433eaeabcf097ddd0d2a
430,M,Tropical Cyclone,Tropical Storm Labuyo,"September 21 - 23, 2005",,,Region II,,PAGASA,,,26.0,,,718,9,5,5,63335,314941,835,4357,34,17815,43569000,452365361.9,,,,damaged,,,,,"NDCC -PHP 747,000.00
PSWD -PHP 231,207.00
P/MSWDO -PHP 120,390.00
DSWD CAR -PHP 30,900.00
PSWDO and MSWDO -PHP 120,390.00
DOH RO1 -PHP 109,216.20
HEMS=OPCEN -PHP465,590.50
LGUs -PHP 233,500.00
Others (NGOs/Pos) -PHP 75,160.00","NDCC
RDCC
OCD Regional
PCG in Currimao, Ilocos Norte
Philippine Army
501B 5th Infatry Division 
505th SAR Squadron Philippine Air Force
Philippine National Police
Naval Forces North",,,747,850 sacks of rice,,,,,,,,,,,,,,,,,2005-09-21,2005-09-23,ed10dce544374af7b1bb3fe3b513f761
431,M,Tropical Cyclone,Tropical Depression Quedan,"December 16 - 18, 2005",,,CARAGA,,PAGASA,gale warnings,,,,,644,26,6,16,99818,478983,,,240,1280,243206249,1618740843,,,,damaged,,,breached,,"
NDCC -PHP1,368,000.00
DOH -PHP 1,934,715.40
DSWD - PHP 2,030,140.50
DA -PHP 7,653,600.00
LGUs - PHP 1,313,371.50
NGOs -PHP 1,978,349.80
PNRC -PHP 100,000.00","NDCC
RDCC
LDCC
DOTC",,,1368000,1520,,,,,1934715.4,,,,,,,,,,,,2005-12-16,2005-12-18,31f3bd6829ca4e11a02fb139bdd0fb8e
432,M,Tropical Cyclone,Tropical Depression Ineng,"July 30 - 31, 2003",11.6 N,127.7 N,Region V|X,Flashflood: [Sagay|Camiguin]; Landslide (Wet): [Guinsiliban|Camiguin],OPCEN,Warning Order No. 4 in Region VI,,2.0,,,9,0,0,0,1024,3150,,,20,9,,,,,,,,"back to normal, no damaged lifleline",,11537,0,,,,,,,,,,,,,,,,,,,,,,2003-07-30,2003-07-31,b1e505eb72d0486ca5a5aaa392c6e4dc
433,M,Tropical Cyclone,Onyok,"September 2-3, 2003",21.5 N,119.6 E,NCR|III,,OPCEN,,,7.0,"NAVRESCOM, 51st Engineering Brigade, MMDA, AFPRESCOM-NCR","rubber boats, 1 M35 truck, search lights",42,,,,6531,34247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-02,2003-09-03,7ca61b8b3d0b44f39e0283a399dfaea7
434,M,Tropical Cyclone,Tropical Depression Ursula,"October 21-24, 2003",,,Region VI,"Flashflood: [Ilog, Negros Occidental|Sipalay,Negros Occidental]",,Warning Order No. 2 in Region VI,,,,,42,1,,,12288,64291,,,28,19,27.2,66.3,,,,,,,,,,"P301,150.00","231 bags of rice, 73 boxes of sardines, 105 boxes of noodles",,,,,,,,,,,,,,,,,,,,2003-10-21,2003-10-24,a24443f361b54a84b161b51337a7f465
435,M,Tropical Cyclone,Yoyoy (Lupit),"November 27-30, 2003",22.1 N,132.8 E,"Virac, Catanduanes|Tuguegarao, Cagayan",,,Warning Order No. 1 and 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-27,2003-11-30,e96a892283674d7da07ce64fc815cd8d
436,M,Tropical Cyclone,Viring (Melor),"November 2-3, 2003",22.3 N,121.5 E,Region I|II|III|CAR,Flood (General),"OCD Regional Centers - Region I, II, III, CAR","Flood Advisory No. 3 in Region 2, PSWS No. 1,2,3",,,,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-02,2003-11-03,39e4871f6e4749e085c2158d1402eadd
437,M,Tropical Cyclone,Tropical Depression Zigzag,"Dec 25-28, 2003",13.7 N,129.1 E,Region V|VIII,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-25,2003-12-28,6eda22403a52467cb6136fe8ee22cb13
438,M,Tropical Cyclone,Unding,"Nov 14-21,2004",,,Region III|IV-A|IV-B|V,,,,,,,,1180,71,160,69,144553,759045,1209,15076,36011,91803,358156000,,,,,,,,,,,"This support was for the devastation brough about by the four (Unding, Violeta, Unding, Yoyong: Philippine Mining Safety and Environmental Association (PMSEA),CIIF Group of Companies
Corporate Network for Disaster Response (CNDR)
JICA
GMA Kapuso Foundation
ABS CBN Foundation
Federation of Chinese Chamber of Commerce
Philippine National Bank
Nestle Philippines
Asia Brewery Incorporated
Philippines Charity Sweeptakes
Lucio Tan Group of Companies
Cathay Pacific
Aboitiz Grroup of Companies
LAFARGE Group of Companies
DOLE Filipino Packaging and Logistics
Kimberly Clark Philippines
MEGA Fishing Corp
Rotary Club of Las Pinas
JAKA Equipment Corp
UNILAB
Ramon Aboitiz Foundation
Fedex
Girl Scout of the Philippines
Phil Am Foundation
PMA Class 72
World City College, Quezon City
Centro Escolar University
Southern Luzon Bus Operators Association
Camp Aguinaldo Golf Club
Neo Filipino Association
AFPSLAI
PNRC
DOH
NTC
","This support was for the devastation brough about by the four (Unding, Violeta, Unding, Yoyong: US Military Forces
JICA
USAID-OFDA
WHO
UNDAC
OXFAM
UNICEF
Save the Children
Medicine Sans Frontier
Telecom Sans Frontier 
Groups de Socours Catastrophe Francais
World Vision
Spanish Agency for International Cooperation
Belgian Government
German Embassy Manila
Chinese Government
Singapore Government
Office of Middle East and African Affairs
Australian Embassy Manila
Government of People's Republic of China
Government of Cyprus
Embassy of Brunei, Darussalam
Embassy of France
Guam (Philippine Consulate, Korean Association, and various officials)
Republic of Korea
Dateline India Group
New York Life Insurance
Filipino Community in Japan
Abuja Nigeria
Mr. Seizen Uehara Okinawa Prefecture Japan
Governor Inamine Okinawa Prefecture
Philippines Consulate, General Toronto, Canada
Athens Greece
Circulo Ilongo, Toronto, Canada
Filipino Community in Beijing, China
","T79,321,117.78",,,,,,,,,,,,,,,,,,,2004-11-14,2004-11-21,e3c3e04441f2473884372f6d1e0885ee
439,M,Tropical Cyclone,Violeta,"Nov 22-26,2004",,,Region III|IV-A|IV-B|V,,,,,,,,83,31,187,17,21151,99461,552,2555,369,900,71635500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-22,2004-11-26,0c5a1d07f7484dd8acbb041175e64072
440,M,Tropical Cyclone,Tropical Depression Winnie,"Nov 28-30, 2004",,,Region III|IV-A|IV-B|V,,,,,,,,645,893,648,443,170036,845429,13375,65354,8889,12578,696905455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-28,2004-11-30,d7ab9c4b19894504b3ddbd652c76d62e
441,M,Tropical Cyclone,Yoyong,"Nov 30-Dec 3,2004",,,Region III|IV-A|IV-B|V,,,,,,,,3196,73,168,24,383575,1939835,38694,192424,11322,61972,625269955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-30,2004-12-03,94c584ee46294d5dab19e8e072a9cd1a
442,M,Tropical Cyclone,Typhoon Marce,2004-08-24 00:00:00,,,Region I|III|IV-A|IV-B|CAR|NCR,Landslide (Wet),NDCC through its Local Disaster Councils (DCCs),Issued flood advisories to affected regions to disseminate warning information for the safety of the public,,143.0,"NOLCOM, 7th ID PAF | PDCC DART Olangpo City, 69th IB, PDCC DART Tarlac, PDCCs Cavite, Quezon, Navotas, Pampanga, Bulacan, Batangas City | Pampanga Rescue 21 | NFA Rescue Team | Naval Forces North | Coast Guard District Rescue Team | Tuba Fire Station, PNP Tuba, BB PICAG, BDCC Rescue Team | PNP Regional Mobile Group | CDCC Olonggapo Rescue Team | NCRCOM, 51st EBDE, MMDA, NAVRESCOM, PCG, 505th PAF | Clab Rescue Group, 51st Engineering Brigade, Rescue 161","Rubber boats, M35 trucks, 10-wheeler army trucks, amphibian trucks/vehicles, choppers, pay loader / dump trucks, 6x6 trucks, UH-IH helicopters, CMC jeep, weapon carrier, Heli 205th PAF, ambulances",2156,50,9,2,393970,1899931,9269,50101,69,2464,"147.488,000","P1,167,551,000",,,,"The local DPWHI reported that 21 major roads and 4 bridges incurred road cuts, major slides and eroded bridge approach (5 roads in Region I, 10 in CAR and 5 in Region II, 3 bridges in Region I and 1 in region III). They are still impassable up to this time because of on-going clearaning operations.",,,"The water elevation of dams particularly the Ambuklao, Binga and San Roque was closely monitored every 6 hours to determine the current water level. Authorities were forced to open the gates of the above dams seeing the water at its critical level.",,"P21.525M

(P17.203M)
NDCC - P2,186,360.00
DSWD - P1,830, 253.10
LGUs - P12,681,115.05
NGOs / Other GOs - P504,865.00","NDCC, DSWD, LGUs and NGOs",,,,,,,,,,,"Concerned and attached agencies conducted search and rescue operations in flooded areas in coordination with NDCC and concerned local DCCs. The NDCC, through local DCCs continues vigilant monitoring of this massive flooding and will relay any new developments to concerned agencies.",,,,,,,,,,2004-08-24,2004-08-24,7cd03631b5784930b22200f2727baad3
443,I,Fire (Industrial),"Ozone Disco House Fire Incident, Timog Avenue, Tomas Morato",1996-03-19 00:00:00,,,Quezon City,,,,,,,,,156,90,96,,342,,,,,,,,,,,,,,,"P400,000",7,,,,,,,,,,,,Conduct of inspection of other establismentsby the Mayor's composite task force which resulted to the closure of 3 establisments. Improvement on the implementation of the National Building Code and the National Fire Safety Code.,,,,,,,,,1996-03-19,1996-03-19,0ffee5216fab473f88ce555d88f5e08d
444,I,Fire (Industrial),"Lung Center of the Philippines Fire Incident, East Avenue",May-98,,,Quezon City,,,,,,,,,25,62,,,87,,,,,,,P1.7 Million,,,,,,,,"P230,000",5,,,,,,,,,,,,,,,,,,,,,1998-05-25,1998-05-25,f794f281175f427e94e49b1c3af8f300
445,I,Water,"MV Carmela Vessel Fire Incident near Brgy Polo Grande, Pagbilao, Chica Island, ",2002-04-11 00:00:00,,,"Atimonan, Quezon",,,,,,,,,25,88,108,,388,,255,,,,,,,,,,,,,,,,,,,,,,,,,"Local fishermen in outrigger canoes, fishing vessels, private bancas and 3 speed boats wee immediately dispatched to the site. MV Sta Cruz was passing by chance rescued about 73 passengers. Navy vessels PG 141 and PS 19 and 2 MG helicopters From Southern Luzon Command were dispatched The MDCC of Pagbilao sent 1 patrol jeep and an ambulance at the shore to transport any victims. PAF Helicopter from the 505th Search and Rescue Group from Villamor Airbase were also dispatched.","Reorientation/Networking of local DCCs giving emphasis on SAR, incident command and emergency medical services.Clearly define RA8185 regarding utilization of 5% calamity fund. Strict implementation of Maritime Laws. Provision of uniforms to response teams for purposes of identification. Equippage of response teams to deal with this type of disaster. Proper observance in the handling of cargoes especially combusible inflammable materials . augmentation support from the management for suh operations.",,Specific training design for LCEs,,,,,,,2002-04-11,2002-04-11,5a1f8883e2784d5e95901f65cdb64297
446,I,Fire (Misc),Baseco Compound Brgy. 649 Fire Incident,2002-03-30 00:00:00,,,City of Manila,,,,,,,,1,2,8,4,3000,15000,3000,15000,,,1600,300,"P15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03-30,2002-03-30,c3c3ccb60a024a8f8c936e6917ce4892
447,I,Fire (Misc),Baseco Compound Fire Incident,2003-03-06 00:00:00,,,City of Manila,,,,,,,,1,1,,,913,2700,913,2700,,,783,,,,,,,,,,,,,,285000,"4850 bags of relief goods worth P300, 500 packs pandesal, 2 boxes sardines, 2 boxes noodles, 2 packs biscuits, 80 sacks of rice",,"6 portalets, 6 bottles mineral water (10gallons/bottle),",,"2 sacks of used clothes,",,,Local firefighters from various cities and municipalites around Metro Manila were at the scene putting off the fire. Volunteer fire fighters were also there. 1 unit ambulance was on standby for possible medical assistance.,Initial plan of the City Government of Manila is to develop the affected area and wil provide housing for the homeless victims in coordination with NHA. Victims will be given land titles with 25-30 sq meters payable 25 years at an affordable monthly amortization.,,,,,,,,,2003-03-06,2003-03-06,3b5fa5cc11f541d1874e8240506ff36e
448,I,Fire (Misc),"Baseco Compound Blks 14, 15, 16, 17A Fire Incident",2004-01-11 00:00:00,,,City of Manila,,,,,,,,1,0,23,,3239,16195,2012,10060,,,2500,,"P40,000,000",,,,,,,,,27,,,"P134,000, P2000 worth of bread","15 boxes sardines, 10 boxes noodles, 101 sacks and 7 packs (5 kilos/pack) rice, 150 family packs, 5 boxes Nestle infant milk and 20 boxes Neslac powder milk, 2500 packs containing rice and assorted canned goods",,"4 trucks containing 4 drums of potable water, 1000 gallons, 1 tanker of water for washing",,"200 sleeping mats, 29 sacks and 8 boxes used clothing, 5 boxes assorted toys, 4 modular tents, 10 units tents, 100 pcs pails, 500 small tents, 200 pairs of slippers, 165 T-shirts",,,,,"BFP mobilized 27 fire trucks coming from various cities and municipalities of Metro Manila, non government volunteer fire brigades had also responded to the fire scene. The responders were able to retrieve 23 persons injured. The 51st Engineering Brigade, Phil. Army immediately deployed 11 Enlisted Personnel and officers, 19 trainees and 2 units troop-hutment(tent) and rescue equipments. The PNP Central Operation Center provided security and control of traffic in the disaster area. The WPD5 established Task Force Seguridad.",,,,,,,,2004-01-11,2004-01-11,3e1c6ddd3e1345068c9718faf8d781d1
453,I,Landslide (Dry),Taal Lakeshore Landslide,1754,,,"Taal, Batangas|Tanauan, Batangas|Lipa, Batangas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramos, E. (1986) Lakeshore Landslides: Unrecognized Hazards around Taal Volcano. Philippine Journal of Volcanology. 3 (1). 28-53.","Local villagers left their towns of Taal, Tanuan and Lipa 20 kms away from the lakeshore.",,,1754-01-01,1754-12-31,d332e199906945758ff25229d8b1097d
454,I,Rockfall (Dry),Avalanches of mud and boulder of rocks in Banahaw,1730,14°04'.0'N,121° 29.0'E,"Sariaya, Quezon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"del Mundo, E.T., Sabit, J., Campiti, N. (1997) Catalogue of Philippine Volcanoes Vol. 1: Active Volcano. Quezon CIty: DOST.",,,,1730-01-01,1730-12-31,38d5e85db92f4dba9dc3cf198a76d75a
455,I,Lanslide (Dry),large landslides in the hills caused by intensity 8 earthquake in Dipolog,"10:45 PM July 23, 1855",,,"Dipolog, Zamboanga del Norte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epicentral parameters of major earthquakes 
1559-1983",The quake had its epicenter near the northwestern coast of Mindanao. Its seismic wave including the innumerable aftershocks are said to be from NW to SE (land-inward from seacoast). A source said that principla fissures had a SW-NE directin.,"Other areas that were affected due to the earthquake but did not experience landslide were Dapitan, Isabela (Island of Basilan), Cebu,  and Haya",,1855-07-23,1855-07-23,5c9ea0ff40e043f48fb2731e9edeb73f
456,I,Lanslide (Dry),Landslide caused by an Intensity 9 earthquake,"11:35 AM January 31, 1917 ",,,"Glan, Sarangani ",,,,,,,,,7,2,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epicentral parameters of major earthquakes 
1559-1983","The earthquake lasted for 18 minutes. The damage it caused to government buildings, property and supply was estimated at $4510.69",,,1917-01-31,1917-01-31,e0541606745c4c24b58f171f379c0b0e
457,M,Tsunami,Tsunami in Northern Luzon Island due to magnitude 8 earthquake,"September 14, 1627",18.400,121.600,Cagayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bit.ly/2x4HzUE,"Tsunami magnitude of 2, tsunami intensity 3.5. Four runups",,,1627-09-14,1627-09-14,dcb0822ff3204d58a161f2e9776255a6
458,M,Tsunami,Tsunami in Mindoro Island due to magnitude 6.8 earthquake,"6:23 PM May 25, 1889 ",13.500,121.000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bit.ly/2x4HzUE,,,,1889-05-25,1889-05-25,fe6bf91a6ac640cba5e0d885cb872eb5
463,M,Tropical Cyclone,Tropical Depression Caloy,2002-03-20 00:00:00,,,Region VI|VII|VIII|CARAGA,Rogue Wave ,PAG-ASA,,,8.0,AFP-JOC,Helicopter,96,35,2,7,12679,54629,262,1310,262,1046,64538746,51008610,8400000,13,,,Voyages suspended by PCG,,NIA Dam overflowing in San Miguel Surigao del Sur,,,,,0,,50 sacks of rice; 7 cartons sardines; 7 carton noodles,,,,,,,,,,,,,CY 2002 Destructive Tropical Cyclones. NDCC Report,,,,2002-03-20,2002-03-20,60ea2c4b3c6e46fc9132b625fcc2c76d
464,M,Tropical Cyclone,"Florita, Gloria, Inday, Hambalos","June 28-July 14, 2002",,,NCR|CAR|I|III|IV-A|IV-B|VI|XI|XII,Severe Weather,PAGASA,State of Calamity- 4 provinces; 5 cities;15 municipalities,Coordination with AFP in both rescue and relief operation,310.0,AFP; DOTC; PCG; ,"rubber boats, patrol craft; buses; M-35 trucks; 1 tonner dump truck; elf truck, mini cruiser, chain saw",2356,61,41,5,483595,2278341,13216,61874,404,2059,176.849,344331000,710000,,,Minor slides along Tagudin-Cervantes Road; settlement of Middle pier of Mailpig Bridge along Batac-Pinili Road; collapsing of Mindoro West Coast Road and along Km 434+400-km 434-500 along Abra de Ilog),,,"Damaged dikes in Pampanga namely Bulac-Tail Dike in Minalin (200m breached); Sapang Maragulin in Gaugua (400 m breached); Sapang Bungag Guintu in San Lorenzo portion in Mexico (200 m heavily constricted, overflowing right dike breached); Inuming Baka Creek in Sta. Ana (100m breached) ",,,"ABS-CBN, LGUs of the 18 provinces affected from 8 regions",,3309128.3,5280000 worth of rice; 24683920.24 worth of assorted goods,6660 sacks,,,,,906263.2,,,34179311.74,LGU; AFP-BFP; SAR,,,,CY 2002 Destructive Tropical Cyclones. NDCC Report,"Consolidated data on the effects of Typhoons Florita, Gloria, Inday, and tropical depression Hambalos",,,2002-06-28,2002-07-14,c3e5ad3ffa6544db8d6e83a41799e743
465,M,Tropical Cyclone,Tropical Depression Milenyo,2002-08-30 00:00:00,,,Region III|IV-A|IV-B|V|VI|VII|VIII|NCR|X|CARAGA,,PAGASA,,,15.0,RDCC; LDCC; AFP-PAF,Helicopter; M-35 Trucks,250,35,22,21,38634,194451,2180,10998,208,652,87.918,83.03,0.631,,,"Rizal- Mapada Bridge in Jala Jala Colapsed; Dantay-Pinugay and feeder road in Tanay heavily damaged; Paso bridge in Angono suffered minor damage.
Biliran- Naval-Biliran road damaged due to landslide; Naval-Almeria-Kawayan road damaged due to landslide at km 1029+500
Leyte- Ormoc-Baybay-Maasin road landslide; Calubian-San Isidro-Tabango road cut off at km 1009+450
Samar- Calbayog diversion road surfacing materials are eroded.
",,,,,1096091,5203036,,,520303,50 packs noodles; 50 bags rice,,,79400,,,,,,,,,,CY 2002 Destructive Tropical Cyclones. NDCC Report,,DPWH conducted emergency repair works utilizing available local resources,,2002-08-30,2002-08-30,d081e4f749b44d149f51126c94ff7d87
466,M,Tropical Cyclone,Dodong & Chedeng,"August 5-10, 2007",,,Region I|III|IV-A|IV-B|NCR|CAR,Landslide (Wet)|Flood (General)|Tornado|Water,PAGASA,,,113.0,"AFP, LGU",,977,15,10,1,249038,1198398,10103,44832,89,130,144388000,350848815.81,,,,,,,,,,,,,,,,,,,,,,,,,,,NDCC. 2007. Destructive Tropical Cyclones.,,,,2007-08-05,2007-08-10,cbf09ff095644765a3e4e6dd1c594c2d
467,M,Tropical Cyclone,EGAY,"August 13-18, 2007",,,Region I|II|III|IV-A|IV-B|V|NCR|CAR,Flood (General)|Landslide (Wet),PAGASA,State of Calamity in Pateros,,65.0,"AFP, LGU",Rubber boats and M-35 trucks,559,5,1,0,148700,716486,61284,294924,43,56,51203500,18564433,,,,Roads are affected by landslides in IV-A,,,,,,NDCC; DSWD; DOH; LGUs,,5000172.68,,450 sacks of rice,,,,,,,,,,,,,NDCC. 2007. Destructive Tropical Cyclones.,,,,2007-08-13,2007-08-18,583d1e20aabb47f78c4538a7ba0c3a3c
468,M,Tropical Cyclone,Hanna,2007-09-27 00:00:00,,,CAR|V|VI|X|XI|NCR,Landslide (Wet)|Rouge Wave|Flood (General),PAGASA,NDCC-OPCEN,,,LGUs; PCG;PDCC,dump trucks,95,14,5,,5007,18223,0,0,140,885,32116000,525000,,,,,,,,,,,,650420,,,,,,,,,,,,,,,NDCC. 2007. Destructive Tropical Cyclones.,,,,2007-09-27,2007-09-27,cf9d4cb6413c4d83a63d3874756dcb9a
469,M,Tropical Cyclone,Ineng,"October 1-7, 2007",,,Region III|IV-A|IV-B|X|XI,Storm Surge,PAGASA,,,2.0,,,,1,1,14,3750,20252,210,1050,477,1917,,,451000,,,,,,,,1372574,,,,,,,,,,,,,,,,,,NDCC. 2007. Destructive Tropical Cyclones.,,,,2007-10-01,2007-10-07,897a22aa1b96411c844e041322b43f9a
473,M,Lahar ,Mun. Cagsawa Mayon Lahar,1825,13° 9′ 58″,123° 42′ 4″,"Daragan, Albay",,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paguican et al (2009). Extreme rainfall-induced lahars and dike breaching, 30 November 2006, Mayon Volcano, Philippines.Bulletin of Volcanology 71(8):845-857",,,,1825-01-01,1825-12-31,ff000cf83c37402daca2e384b1317094
474,M,Lahar,Mayon Lahar,"July 20, 1766",13.257,123.685,Albay,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Volcanoes of the World, Second Edition, A Regional Directory, Gazetteer, and Chronology of Volcanism During the Last 10,000 Years, Geoscience Press, Inc., Tucson, Arizona, in association with Smithsonian Institution, Global Volcanism Program, Washington, D.C., p. 164-176.
2. Eruptive history of Mayon volcano, Philippines. Philippine Journal of Volcanology, vol. 2, nos. 1 and 2, p. 1-35.",,,12345.0,1766-07-20,1766-07-20,8c47a629f6344ae7bc2e64ad696cea48
475,M,Lahar,Camiguin Lahar,1954,9.203,124.673,Camiguin,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Volcanoes of the World, Second Edition, A Regional Directory, Gazetteer, and Chronology of Volcanism During the Last 10,000 Years, Geoscience Press, Inc., Tucson, Arizona, in association with Smithsonian Institution, Global Volcanism Program, Washington, D.C., p. 164-176.
2. Fatalities & Evacuations, Volcanoes of the World, Third Edition, Geoscience Press, Inc., University of California Press, Smithsonian Institution, Washington, D.C., p. 329-347.",,,,1954-01-01,1954-12-31,edf2b18bc86748f19b7041f75ccf8e37
